,popularity,top_casts_popularity_avg,casts_popularity_sum,crews_popularity_sum,budget,revenue,vote_count,is_good
942,13.162,7.066799999999999,55.337,6.789999999999999,14000000.0,13127022.0,174,0
943,18.62,5.142,36.578,37.13800000000001,5000000.0,1862805.0,401,0
944,9.769,2.8054,42.392,9.134,1065000.0,2491460.0,202,0
945,0.6,0.753,3.012,2.659,291367.0,901937.0,0,0
946,2.372,1.8419999999999999,11.662,3.2,1800000.0,532269.0,12,0
947,14.408,4.4218,50.073,13.35,2600000.0,119500000.0,1251,1
948,1.334,1.4788,11.594,10.686,2800000.0,1782801.0,6,0
949,12.409,6.908800000000001,108.031,16.85,24000000.0,16290976.0,217,0
950,29.816,6.4548000000000005,72.575,145.17299999999997,13000000.0,96060858.0,5371,1
951,17.21,11.502,134.69,147.52,50000000.0,110206216.0,3459,1
952,1.89,1.128,4.512,2.4,500000.0,2000000.0,3,0
953,56.919,8.711,176.447,97.395,30000000.0,287553595.0,3675,0
954,22.083,5.1746,36.297,33.238,11500000.0,57469467.0,1423,0
955,11.007,5.0436,47.837,19.847,3716946.0,5000000.0,115,0
956,14.249,6.4662000000000015,64.08500000000001,22.385000000000005,80000000.0,73521587.0,517,0
957,12.699000000000002,6.2484,82.74099999999999,44.382,10000000.0,14356479.0,145,0
958,28.654,14.662,136.77700000000002,42.42,130000000.0,371876278.0,4519,0
959,26.737,10.5478,118.865,110.955,6000000.0,6979093.0,9271,1
960,20.063,9.4472,104.212,73.04099999999997,15000000.0,56255142.0,7545,1
961,7.877999999999999,6.114199999999999,39.303000000000004,2.397,8000000.0,16093651.0,54,0
962,28.958,3.5032000000000005,17.516000000000002,27.896000000000004,8500000.0,8936663.0,423,0
963,14.138,4.8692,67.36000000000001,40.851,2239000.0,10000000.0,845,1
964,3.583,1.2078000000000002,9.879,2.78,560000.0,1500000.0,28,0
965,4.112,1.3442,11.978,4.634,373000.0,658000.0,32,1
966,8.326,7.295400000000001,45.463,9.802,6000000.0,1066471.0,318,0
967,29.14,10.4898,193.26600000000005,197.372,90000000.0,171120329.0,3088,1
968,10.602,1.6824,11.525999999999998,4.601,1200000.0,1813729.0,330,0
969,15.486,12.1584,209.978,72.32899999999995,70000000.0,176104344.0,1227,0
970,3.875,2.0244000000000004,19.180000000000003,22.893000000000004,427000.0,732000.0,9,0
971,7.984,11.6744,151.88199999999995,2.104,10000000.0,5241315.0,42,0
972,46.81,2.1326,17.743000000000006,29.250000000000004,812000.0,1600000.0,3733,0
973,24.725,12.6348,149.362,234.548,40000000.0,165478348.0,5454,1
974,12.46,8.6762,87.29299999999998,124.70499999999996,50000000.0,30303072.0,1037,0
975,26.207,3.1608,32.591,53.16,21000000.0,30718107.0,1011,0
