,popularity,casts_popularity_sum,crews_popularity_sum,budget,revenue,vote_count,is_good
501,10.583,26.933000000000003,16.430999999999994,25000000.0,2075084.0,169,0
502,15.636,5.4079999999999995,5.7120000000000015,5000.0,750000.0,7,0
503,25.008000000000006,108.323,27.094,70000000.0,368100420.0,4384,0
504,1.4980000000000002,13.688999999999998,5.494,3000000.0,1957000.0,7,0
505,12.372,86.63599999999998,18.171,31000000.0,15134293.0,217,0
506,21.221,88.89200000000002,145.95799999999997,80000000.0,91188905.0,946,0
507,5.782,57.462,14.812999999999999,1300000.0,5273000.0,36,0
508,15.518,127.96,72.73299999999998,56000000.0,57223890.0,1039,0
509,13.037,67.993,49.86600000000001,20000000.0,15340000.0,239,0
510,12.771,60.42700000000001,31.37800000000001,45000000.0,31852619.0,290,0
511,4.766,10.065,15.583999999999998,6200000.0,4820000.0,37,0
512,12.764,49.753,29.100000000000005,14000000.0,32645546.0,156,0
513,10.916,74.402,36.80500000000001,50000000.0,58900031.0,207,0
514,48.536,106.50799999999998,81.14099999999998,75000000.0,367275019.0,4958,0
515,2.617,19.709,3.8310000000000004,1300000.0,1530000.0,9,0
516,37.437,55.78600000000001,11.665,8000000.0,36220872.0,537,0
517,11.905,50.419,37.129,31000000.0,74134790.0,377,0
518,2.232,20.659,13.65,900000.0,1237319.0,28,0
519,13.217,56.367,18.761000000000006,37000000.0,100076342.0,891,0
520,0.872,14.600999999999996,1.7999999999999998,500000.0,500000.0,1,0
521,6.556,22.712,7.559999999999999,10000000.0,1000000.0,4,0
522,8.579,38.975,9.454,15000000.0,2042530.0,49,0
523,27.633000000000006,112.444,11.53,135000000.0,282570682.0,2393,0
524,7.898,11.819,1.58,1000000.0,10000000.0,0,0
525,17.533,157.364,148.13899999999995,100000000.0,242295562.0,1251,0
526,23.167,97.855,103.085,35000000.0,19165560.0,436,0
527,22.506,24.491999999999997,111.20299999999999,11000000.0,791867.0,1797,0
528,20.122,154.406,38.322,10000000.0,1710528.0,671,0
529,10.776,35.49800000000001,46.298,13000000.0,45300000.0,464,0
530,2.616,27.729,10.389,6000000.0,4588176.0,24,0
531,14.208,104.57399999999996,15.183,18000000.0,41325328.0,576,0
532,10.504,66.61500000000001,160.19599999999994,40000000.0,8638163.0,373,0
533,33.632,113.934,37.40300000000001,12000000.0,114194847.0,3025,0
534,18.565,82.874,18.633000000000006,48000000.0,20915465.0,770,0
535,43.14100000000001,60.898,16.255000000000006,36000000.0,156844753.0,1116,0
536,19.085,130.23299999999998,26.80500000000001,40000000.0,132820716.0,3324,0
537,15.06,44.956,35.227,20000000.0,18432000.0,801,0
538,8.054,46.591,13.883,3144622.0,2963886.0,273,0
539,17.829,53.98100000000001,33.84100000000001,15000000.0,722932.0,280,0
540,19.168,100.18799999999996,207.13,130000000.0,211787511.0,1727,0
541,1.6469999999999998,20.012,14.392000000000001,2000000.0,4000000.0,5,0
542,9.717,53.77500000000001,10.055,823258.0,823258.0,110,0
543,9.536,20.013,33.614000000000004,40000000.0,45500797.0,240,0
544,11.718,76.95399999999997,15.140999999999995,50000000.0,9448082.0,321,0
545,39.582,76.18599999999998,91.24899999999994,4000000.0,152925093.0,3647,0
546,10.63,110.29999999999998,15.759,19000000.0,110879513.0,394,0
547,10.713,51.776,5.41,8138338.0,1864266.0,136,0
548,27.131,167.351,185.856,100000000.0,235926552.0,4633,0
549,35.507,66.38600000000001,124.06799999999998,66190000.0,2602149.0,241,0
550,11.567,30.62100000000001,16.262,6045750.0,3662671.0,981,0
551,12.91,61.24900000000001,22.526,30000000.0,18195610.0,343,0
552,23.969,125.899,135.72799999999998,68000000.0,193921372.0,1141,0
553,10.997,69.20299999999999,1.907,14000000.0,21409028.0,88,0
554,35.808,96.544,19.435,18000000.0,141774679.0,2625,0
555,12.602,76.52200000000002,27.969000000000005,13000000.0,2636637.0,333,0
556,8.163,43.321999999999996,21.649,25000000.0,11790979.0,876,0
557,12.333,54.598,27.81,3500000.0,1115493.0,211,0
558,9.962,47.294,3.928,8000000.0,458232.0,41,0
559,31.116,122.43200000000002,79.60600000000002,130000000.0,301913131.0,6179,0
560,0.826,36.273,6.04,690000.0,640000.0,6,0
561,2.717,10.354,15.317999999999998,500000.0,500000.0,13,0
562,4.681,21.121,19.948000000000008,4000000.0,670774.0,32,0
563,19.123,144.686,35.644,25000000.0,84618541.0,2065,0
564,36.976,206.173,122.10799999999999,90000000.0,206172544.0,3738,0
565,18.549,90.647,103.528,50000000.0,25195000.0,346,0
